0,0,0,-0.0004
0.0017,0.0811,3.9387,-0.0079
0.0059,0.2188,7.0373,-0.0333
0.0131,0.3554,6.8189,-0.0826
0.0228,0.4915,6.8683,-0.1561
0.0354,0.6294,6.8835,-0.2535
0.0508,0.7675,6.89,-0.3748
0.0689,0.906,6.9394,-0.5186
0.0898,1.0459,6.9887,-0.6842
0.1136,1.1861,7.0076,-0.8711
0.14,1.327,7.0644,-1.0775
0.1695,1.4701,7.1384,-1.3031
0.2017,1.6125,7.1362,-1.5466
0.2369,1.7579,7.2571,-1.8066
0.275,1.9032,7.2637,-2.0821
0.3158,2.0498,7.35,-2.3709
0.3599,2.1988,7.4408,-2.6725
0.4068,2.3479,7.4518,-2.9857
0.4567,2.4985,7.5393,-3.3083
0.5098,2.651,7.6235,-3.6394
0.5659,2.8043,7.6596,-3.9779
0.6251,2.9588,7.7275,-4.322
0.6874,3.1148,7.8005,-4.6705
0.7528,3.2718,7.8491,-5.022
0.8214,3.4301,7.9177,-5.3754
0.8932,3.5896,7.9692,-5.7297
0.9682,3.7496,8.0059,-6.0834
1.0464,3.9113,8.0857,-6.4356
1.1279,4.0736,8.1107,-6.7854
1.2126,4.2367,8.1593,-7.1316
1.3007,4.4011,8.2152,-7.4735
1.392,4.5657,8.2295,-7.8103
1.4866,4.7314,8.2855,-8.1409
1.5845,4.8977,8.3158,-8.4648
1.6857,5.0644,8.3398,-8.7813
1.7905,5.232,8.3789,-9.09
1.8984,5.3997,8.3861,-9.3902
2.0097,5.5682,8.4256,-9.6812
2.1246,5.7372,8.4469,-9.9629
2.2427,5.9062,8.4511,-10.2348
2.3641,6.0758,8.4824,-10.4963
2.4891,6.2459,8.4975,-10.7474
2.6174,6.4158,8.4999,-10.9875
2.7491,6.5862,8.5243,-11.2164
2.8842,6.7569,8.5345,-11.434
3.0229,6.9278,8.5371,-11.6401
3.1647,7.0985,8.5446,-11.8344
3.3102,7.2699,8.5668,-12.0167
3.459,7.4411,8.5591,-12.1869
3.6112,7.6125,8.574,-12.3449
3.767,7.7842,8.5782,-12.4905
3.926,7.9557,8.5818,-12.6236
4.0886,8.1276,8.5905,-12.744
4.2546,8.2994,8.5923,-12.8518
4.424,8.4714,8.6006,-12.9467
4.5969,8.6435,8.6026,-13.0287
4.7732,8.8157,8.6099,-13.0977
4.953,8.988,8.6139,-13.1535
5.1362,9.1604,8.6206,-13.196
5.3228,9.3329,8.6274,-13.2251
5.5129,9.5055,8.6297,-13.2407
5.7065,9.6783,8.6354,-13.2426
5.9036,9.8512,8.6465,-13.2307
6.104,10.0243,8.6543,-13.2049
6.308,10.1975,8.6578,-13.1648
6.5154,10.3709,8.672,-13.1105
6.7263,10.5444,8.676,-13.0416
6.9406,10.7182,8.6928,-12.958
7.1584,10.8921,8.6974,-12.8594
7.3798,11.0664,8.7113,-12.7455
7.6045,11.2409,8.7308,-12.6161
7.8329,11.4156,8.7306,-12.4708
8.0648,11.5908,8.7574,-12.3093
8.3,11.7663,8.7785,-12.1314
8.5388,11.9419,8.7795,-11.9367
8.7813,12.118,8.8052,-11.7245
9.0255,12.2139,4.7948,-11.4955
9.2701,12.2283,0.7203,-11.2509
9.515,12.2421,0.6884,-10.9916
9.7601,12.2558,0.6855,-10.7176
10.0054,12.2695,0.6838,-10.4291
10.2511,12.283,0.6774,-10.126
10.497,12.2967,0.6831,-9.8082
10.7432,12.3104,0.6848,-9.4759
10.9897,12.324,0.6807,-9.1288
11.2364,12.3379,0.6972,-8.767
11.4836,12.3516,0.6808,-8.3902
11.7308,12.3658,0.7141,-7.9986
11.9784,12.3796,0.6907,-7.5919
12.2263,12.394,0.7195,-7.1699
12.4744,12.4083,0.7108,-6.7327
12.7229,12.4207,0.6221,-6.2798
12.9696,12.3301,-4.5273,-5.8133
13.2131,12.1798,-7.5168,-5.3366
13.4537,12.0279,-7.5957,-4.8511
13.6911,11.8759,-7.6018,-4.3572
13.9257,11.7229,-7.6463,-3.8554
14.1571,11.5702,-7.6351,-3.3461
14.3854,11.4166,-7.6839,-2.8301
14.6106,11.2627,-7.6961,-2.3076
14.8328,11.1081,-7.7264,-1.7789
15.052,10.9534,-7.7305,-1.2444
15.2677,10.7985,-7.7562,-0.7053
15.4807,10.642,-7.8163,-0.1615
15.6904,10.4865,-7.7795,0.3864
15.897,10.3293,-7.8566,0.9378
16.1004,10.1724,-7.8478,1.4922
16.3006,10.0148,-7.8846,2.049
16.4978,9.8563,-7.919,2.6078
16.6918,9.6979,-7.9214,3.1682
16.8825,9.5387,-7.9597,3.7294
17.0704,9.3934,-7.2677,4.3003
17.2656,9.7608,18.3698,5.2078
17.4625,9.8411,4.0165,6.2292
17.6545,9.6031,-11.9003,7.1667
17.8417,9.36,-12.1562,8.0152
18.0241,9.1196,-12.0232,8.7776
18.2017,8.8816,-11.899,9.4565
18.3747,8.6459,-11.7828,10.0544
18.5429,8.4122,-11.6867,10.5731
18.7065,8.1799,-11.6095,11.0147
18.8655,7.9494,-11.5252,11.3807
19.0199,7.7199,-11.4782,11.6721
19.1697,7.4911,-11.4379,11.8899
19.315,7.2629,-11.4139,12.0346
19.4556,7.0347,-11.4084,12.1064
19.5918,6.8064,-11.417,12.1049
19.7234,6.5774,-11.4455,12.0295
19.8503,6.3475,-11.4981,11.8794
19.9726,6.1165,-11.5478,11.6532
20.0903,5.8837,-11.6394,11.349
20.2033,5.649,-11.7372,10.9648
20.3115,5.4121,-11.845,10.4983
20.4149,5.1724,-11.9888,9.9465
20.5136,4.9301,-12.1092,9.3062
20.6072,4.6839,-12.3104,8.574
20.6959,4.4351,-12.4441,7.7467
20.7796,4.1827,-12.62,6.82
20.8581,3.9263,-12.8165,5.7903
20.9315,3.6669,-12.9693,4.6541
20.9995,3.4044,-13.1289,3.4084
21.0623,3.1399,-13.2234,2.0505
21.1198,2.8738,-13.301,0.5786
21.172,2.6069,-13.3439,-1.0074
21.2188,2.3422,-13.243,-2.7051
21.2604,2.0817,-13.0209,-4.5114
21.297,1.8262,-12.7754,-6.42
21.3286,1.5803,-12.2934,-8.4209
21.3555,1.346,-11.7122,-10.501
21.378,1.127,-10.9545,-12.6438
21.3966,0.9273,-9.9818,-14.831
21.4115,0.7453,-9.1058,-17.0405
21.4233,0.5885,-7.8343,-19.249
21.4323,0.4506,-6.8981,-21.4316
21.439,0.3394,-5.5595,-23.5641
21.444,0.2468,-4.6256,-25.625
21.4475,0.174,-3.6445,-27.5923
21.4498,0.1183,-2.7866,-29.4473
21.4514,0.0779,-2.0198,-31.1761
21.4523,0.0476,-1.514,-32.7677
21.4528,0.0253,-1.1144,-34.2116
21.4531,0.0141,-0.5599,-35.5019
21.4534,0.0146,0.0264,-36.6353
21.4539,0.0226,0.4007,-37.6078
21.4545,0.0298,0.3596,-38.4196
21.4553,0.0401,0.5142,-39.0704
21.4563,0.0489,0.4381,-39.5597
21.4574,0.0589,0.5,-39.8881
21.4588,0.0667,0.372,-40.0556
